frame_number,elapsed_time,process_time,label,pose_bbox,pose_track_ids,fps,image_path
20010,0 days 00:18:16.295705,0 days 00:00:00.000529,[0 0 0 0 0],"[array([ 97,  51, 154, 176], dtype=int64)
 array([227, 104, 297, 361], dtype=int64)
 array([481,  56, 552, 305], dtype=int64)
 array([544, 102, 635, 341], dtype=int64)
 array([ 81,  99, 141, 308], dtype=int64)]",[296 293 314 320 284],8,./results/cctv-seg-1/13/01-jan/Channel 13 1800hrs to 1900hrs_anonymized_processed/image/20010.jpg
20015,0 days 00:18:16.559573,0 days 00:00:00.000429,[0 0 0 0],"[array([ 97,  51, 153, 178], dtype=int64)
 array([227, 102, 300, 361], dtype=int64)
 array([480,  53, 552, 296], dtype=int64)
 array([545, 102, 636, 341], dtype=int64)]",[296 293 314 320],8,./results/cctv-seg-1/13/01-jan/Channel 13 1800hrs to 1900hrs_anonymized_processed/image/20015.jpg
20020,0 days 00:18:16.854280,0 days 00:00:00.000451,[0 0 0 0],"[array([ 96,  51, 151, 173], dtype=int64)
 array([227,  93, 302, 361], dtype=int64)
 array([479,  52, 552, 277], dtype=int64)
 array([544, 102, 636, 341], dtype=int64)]",[296 293 314 320],8,./results/cctv-seg-1/13/01-jan/Channel 13 1800hrs to 1900hrs_anonymized_processed/image/20020.jpg
20025,0 days 00:18:17.102307,0 days 00:00:00.000443,[0 0 0 0],"[array([ 97,  52, 150, 171], dtype=int64)
 array([227,  85, 291, 361], dtype=int64)
 array([477,  50, 552, 267], dtype=int64)
 array([544, 100, 636, 340], dtype=int64)]",[296 293 314 320],8,./results/cctv-seg-1/13/01-jan/Channel 13 1800hrs to 1900hrs_anonymized_processed/image/20025.jpg
20030,0 days 00:18:17.480611,0 days 00:00:00.000430,[0 0 0 0 1 0],"[array([ 99,  51, 150, 178], dtype=int64)
 array([227,  82, 284, 361], dtype=int64)
 array([480,  48, 551, 265], dtype=int64)
 array([544,  99, 636, 340], dtype=int64)
 array([233,   0, 299,  84], dtype=int64)
 array([ 81,  72, 122, 308], dtype=int64)]",[296 293 314 320 308 284],8,./results/cctv-seg-1/13/01-jan/Channel 13 1800hrs to 1900hrs_anonymized_processed/image/20030.jpg
20035,0 days 00:18:17.853229,0 days 00:00:00.000449,[0 0 0 0 0],"[array([100,  51, 150, 180], dtype=int64)
 array([227,  84, 284, 361], dtype=int64)
 array([483,  34, 549, 264], dtype=int64)
 array([545,  99, 636, 340], dtype=int64)
 array([ 82,  67, 121, 312], dtype=int64)]",[296 293 314 320 284],8,./results/cctv-seg-1/13/01-jan/Channel 13 1800hrs to 1900hrs_anonymized_processed/image/20035.jpg
20040,0 days 00:18:18.167465,0 days 00:00:00.000494,[0 0 0 0 0 1],"[array([100,  50, 150, 182], dtype=int64)
 array([227,  93, 281, 361], dtype=int64)
 array([485,  29, 548, 264], dtype=int64)
 array([546,  98, 637, 340], dtype=int64)
 array([ 83,  60, 120, 317], dtype=int64)
 array([228,   0, 290,  85], dtype=int64)]",[296 293 314 320 284 308],8,./results/cctv-seg-1/13/01-jan/Channel 13 1800hrs to 1900hrs_anonymized_processed/image/20040.jpg
20045,0 days 00:18:18.365780,0 days 00:00:00.000415,[0 0 0 0 0],"[array([ 93,  49, 150, 181], dtype=int64)
 array([227, 101, 281, 361], dtype=int64)
 array([486,  27, 548, 262], dtype=int64)
 array([546,  99, 638, 340], dtype=int64)
 array([ 83,  57, 121, 312], dtype=int64)]",[296 293 314 320 284],8,./results/cctv-seg-1/13/01-jan/Channel 13 1800hrs to 1900hrs_anonymized_processed/image/20045.jpg
20050,0 days 00:18:18.568029,0 days 00:00:00.000418,[0 0 0 0 0],"[array([ 88,  49, 150, 180], dtype=int64)
 array([227,  95, 281, 361], dtype=int64)
 array([485,  27, 546, 260], dtype=int64)
 array([546,  99, 639, 340], dtype=int64)
 array([ 83,  56, 121, 314], dtype=int64)]",[296 293 314 320 284],8,./results/cctv-seg-1/13/01-jan/Channel 13 1800hrs to 1900hrs_anonymized_processed/image/20050.jpg
20055,0 days 00:18:18.873847,0 days 00:00:00.000416,[0 0 0 0 0],"[array([ 93,  49, 150, 175], dtype=int64)
 array([227,  85, 281, 361], dtype=int64)
 array([485,  27, 545, 258], dtype=int64)
 array([546, 100, 639, 340], dtype=int64)
 array([ 82,  54, 122, 301], dtype=int64)]",[296 293 314 320 284],8,./results/cctv-seg-1/13/01-jan/Channel 13 1800hrs to 1900hrs_anonymized_processed/image/20055.jpg
20060,0 days 00:18:19.160205,0 days 00:00:00.000449,[0 0 0 0 0 1],"[array([ 97,  48, 150, 178], dtype=int64)
 array([228,  81, 281, 361], dtype=int64)
 array([485,  27, 545, 255], dtype=int64)
 array([546, 102, 639, 341], dtype=int64)
 array([ 80,  55, 123, 297], dtype=int64)
 array([222,   0, 284,  88], dtype=int64)]",[296 293 314 320 284 308],8,./results/cctv-seg-1/13/01-jan/Channel 13 1800hrs to 1900hrs_anonymized_processed/image/20060.jpg
20065,0 days 00:18:19.279457,0 days 00:00:00.000458,[0 0 0 0 0 1],"[array([ 97,  48, 150, 171], dtype=int64)
 array([228,  88, 283, 361], dtype=int64)
 array([485,  27, 544, 253], dtype=int64)
 array([546, 104, 638, 341], dtype=int64)
 array([ 74,  56, 124, 292], dtype=int64)
 array([221,   0, 284,  89], dtype=int64)]",[296 293 314 320 284 308],8,./results/cctv-seg-1/13/01-jan/Channel 13 1800hrs to 1900hrs_anonymized_processed/image/20065.jpg
20070,0 days 00:18:19.600210,0 days 00:00:00.000464,[0 0 0 0 0 1],"[array([ 97,  48, 150, 173], dtype=int64)
 array([228,  93, 285, 361], dtype=int64)
 array([485,  25, 544, 252], dtype=int64)
 array([546, 105, 638, 341], dtype=int64)
 array([ 71,  57, 122, 296], dtype=int64)
 array([221,   0, 284,  92], dtype=int64)]",[296 293 314 320 284 308],8,./results/cctv-seg-1/13/01-jan/Channel 13 1800hrs to 1900hrs_anonymized_processed/image/20070.jpg
20075,0 days 00:18:19.949297,0 days 00:00:00.000440,[0 0 0 0 0 1],"[array([ 98,  48, 150, 173], dtype=int64)
 array([228,  98, 285, 361], dtype=int64)
 array([485,  26, 544, 252], dtype=int64)
 array([546, 105, 639, 341], dtype=int64)
 array([ 69,  60, 123, 301], dtype=int64)
 array([223,   0, 285,  97], dtype=int64)]",[296 293 314 320 284 308],8,./results/cctv-seg-1/13/01-jan/Channel 13 1800hrs to 1900hrs_anonymized_processed/image/20075.jpg
20080,0 days 00:18:20.334907,0 days 00:00:00.000431,[0 0 0 0 0 1],"[array([ 99,  47, 151, 173], dtype=int64)
 array([227,  92, 282, 362], dtype=int64)
 array([485,  27, 544, 252], dtype=int64)
 array([546, 107, 640, 340], dtype=int64)
 array([ 68,  61, 122, 302], dtype=int64)
 array([225,   0, 287,  96], dtype=int64)]",[296 293 314 320 284 308],8,./results/cctv-seg-1/13/01-jan/Channel 13 1800hrs to 1900hrs_anonymized_processed/image/20080.jpg
20085,0 days 00:18:20.486336,0 days 00:00:00.000445,[0 0 0 0 0 1],"[array([100,  47, 150, 169], dtype=int64)
 array([227,  87, 282, 361], dtype=int64)
 array([485,  38, 544, 253], dtype=int64)
 array([546, 108, 640, 340], dtype=int64)
 array([ 70,  60, 125, 302], dtype=int64)
 array([228,   0, 289, 101], dtype=int64)]",[296 293 314 320 284 308],8,./results/cctv-seg-1/13/01-jan/Channel 13 1800hrs to 1900hrs_anonymized_processed/image/20085.jpg
20090,0 days 00:18:20.710674,0 days 00:00:00.000410,[0 0 0 0 0 1],"[array([101,  47, 150, 166], dtype=int64)
 array([227,  83, 290, 361], dtype=int64)
 array([485,  33, 544, 253], dtype=int64)
 array([546, 108, 640, 340], dtype=int64)
 array([ 73,  58, 130, 301], dtype=int64)
 array([231,   0, 293, 103], dtype=int64)]",[296 293 314 320 284 308],8,./results/cctv-seg-1/13/01-jan/Channel 13 1800hrs to 1900hrs_anonymized_processed/image/20090.jpg
20095,0 days 00:18:21.181170,0 days 00:00:00.000457,[0 0 0 0 0 1],"[array([103,  47, 151, 170], dtype=int64)
 array([227,  82, 292, 361], dtype=int64)
 array([485,  29, 544, 253], dtype=int64)
 array([546, 106, 641, 340], dtype=int64)
 array([ 78,  54, 128, 301], dtype=int64)
 array([233,   0, 295,  93], dtype=int64)]",[296 293 314 320 284 308],8,./results/cctv-seg-1/13/01-jan/Channel 13 1800hrs to 1900hrs_anonymized_processed/image/20095.jpg
20100,0 days 00:18:21.588169,0 days 00:00:00.000789,[0 0 0 0],"[array([227,  81, 294, 361], dtype=int64)
 array([485,  29, 544, 253], dtype=int64)
 array([546, 107, 642, 340], dtype=int64)
 array([ 86,  50, 138, 302], dtype=int64)]",[293 314 320 284],8,./results/cctv-seg-1/13/01-jan/Channel 13 1800hrs to 1900hrs_anonymized_processed/image/20100.jpg
20105,0 days 00:18:21.865684,0 days 00:00:00.001821,[0 0 0 1],"[array([227,  81, 292, 361], dtype=int64)
 array([485,  28, 544, 253], dtype=int64)
 array([545, 108, 644, 340], dtype=int64)
 array([237,   0, 303, 117], dtype=int64)]",[293 314 320 308],8,./results/cctv-seg-1/13/01-jan/Channel 13 1800hrs to 1900hrs_anonymized_processed/image/20105.jpg
20110,0 days 00:18:22.223619,0 days 00:00:00.000615,[0 0 0 1],"[array([227,  82, 291, 361], dtype=int64)
 array([485,  27, 544, 253], dtype=int64)
 array([546, 109, 644, 340], dtype=int64)
 array([238,   0, 305, 122], dtype=int64)]",[293 314 320 308],8,./results/cctv-seg-1/13/01-jan/Channel 13 1800hrs to 1900hrs_anonymized_processed/image/20110.jpg
20115,0 days 00:18:22.659474,0 days 00:00:00.000444,[0 0 0 1],"[array([227,  83, 301, 361], dtype=int64)
 array([485,  27, 544, 254], dtype=int64)
 array([546, 109, 643, 340], dtype=int64)
 array([237,   0, 301, 114], dtype=int64)]",[293 314 320 308],8,./results/cctv-seg-1/13/01-jan/Channel 13 1800hrs to 1900hrs_anonymized_processed/image/20115.jpg
20120,0 days 00:18:22.966226,0 days 00:00:00.000440,[0 0 0 1 0],"[array([228,  84, 303, 361], dtype=int64)
 array([485,  27, 545, 254], dtype=int64)
 array([550, 108, 642, 340], dtype=int64)
 array([234,   0, 293, 105], dtype=int64)
 array([111,  46, 165, 193], dtype=int64)]",[293 314 320 308 296],8,./results/cctv-seg-1/13/01-jan/Channel 13 1800hrs to 1900hrs_anonymized_processed/image/20120.jpg
20125,0 days 00:18:23.112168,0 days 00:00:00.000433,[0 0 0 0],"[array([228,  84, 309, 360], dtype=int64)
 array([485,  27, 545, 254], dtype=int64)
 array([553, 108, 640, 340], dtype=int64)
 array([115,  47, 167, 195], dtype=int64)]",[293 314 320 296],8,./results/cctv-seg-1/13/01-jan/Channel 13 1800hrs to 1900hrs_anonymized_processed/image/20125.jpg
20130,0 days 00:18:23.338480,0 days 00:00:00.000438,[0 0 0 0 1],"[array([229,  86, 315, 360], dtype=int64)
 array([485,  27, 545, 254], dtype=int64)
 array([554, 111, 638, 340], dtype=int64)
 array([110,  48, 168, 196], dtype=int64)
 array([224,   0, 274, 159], dtype=int64)]",[293 314 320 296 308],8,./results/cctv-seg-1/13/01-jan/Channel 13 1800hrs to 1900hrs_anonymized_processed/image/20130.jpg
20135,0 days 00:18:23.724672,0 days 00:00:00.000438,[0 0 0 0 1],"[array([229,  86, 320, 359], dtype=int64)
 array([485,  28, 545, 254], dtype=int64)
 array([554, 107, 637, 340], dtype=int64)
 array([115,  47, 167, 200], dtype=int64)
 array([217,   0, 265, 181], dtype=int64)]",[293 314 320 296 308],8,./results/cctv-seg-1/13/01-jan/Channel 13 1800hrs to 1900hrs_anonymized_processed/image/20135.jpg
20140,0 days 00:18:23.926968,0 days 00:00:00.000420,[0 0 0 0 1],"[array([229,  87, 327, 360], dtype=int64)
 array([485,  28, 545, 254], dtype=int64)
 array([554, 105, 635, 340], dtype=int64)
 array([114,  46, 165, 220], dtype=int64)
 array([213,   0, 259, 195], dtype=int64)]",[293 314 320 296 308],8,./results/cctv-seg-1/13/01-jan/Channel 13 1800hrs to 1900hrs_anonymized_processed/image/20140.jpg
20145,0 days 00:18:24.095164,0 days 00:00:00.000466,[0 0 0 0 1],"[array([230,  86, 335, 359], dtype=int64)
 array([485,  28, 546, 254], dtype=int64)
 array([554, 101, 634, 340], dtype=int64)
 array([111,  46, 164, 230], dtype=int64)
 array([206,   0, 256, 209], dtype=int64)]",[293 314 320 296 308],8,./results/cctv-seg-1/13/01-jan/Channel 13 1800hrs to 1900hrs_anonymized_processed/image/20145.jpg
20150,0 days 00:18:24.384868,0 days 00:00:00.000411,[0 0 0 0 1],"[array([237,  86, 336, 361], dtype=int64)
 array([485,  28, 546, 254], dtype=int64)
 array([554,  99, 633, 340], dtype=int64)
 array([110,  46, 164, 262], dtype=int64)
 array([204,   0, 252, 224], dtype=int64)]",[293 314 320 296 308],8,./results/cctv-seg-1/13/01-jan/Channel 13 1800hrs to 1900hrs_anonymized_processed/image/20150.jpg
20155,0 days 00:18:24.710451,0 days 00:00:00.000477,[0 0 0 0 1],"[array([260,  87, 342, 365], dtype=int64)
 array([485,  28, 546, 254], dtype=int64)
 array([554,  94, 632, 340], dtype=int64)
 array([112,  45, 165, 273], dtype=int64)
 array([203,   0, 253, 230], dtype=int64)]",[293 314 320 296 308],8,./results/cctv-seg-1/13/01-jan/Channel 13 1800hrs to 1900hrs_anonymized_processed/image/20155.jpg
20160,0 days 00:18:25.005707,0 days 00:00:00.000450,[0 0 0 0 1 0],"[array([272,  88, 347, 367], dtype=int64)
 array([485,  28, 547, 254], dtype=int64)
 array([555,  91, 630, 337], dtype=int64)
 array([116,  49, 169, 252], dtype=int64)
 array([204,   0, 256, 232], dtype=int64)
 array([ 80,  60, 120, 128], dtype=int64)]",[293 314 320 296 308 322],8,./results/cctv-seg-1/13/01-jan/Channel 13 1800hrs to 1900hrs_anonymized_processed/image/20160.jpg
20165,0 days 00:18:25.082887,0 days 00:00:00.000408,[0 0 0 1 0],"[array([277,  88, 345, 367], dtype=int64)
 array([485,  28, 547, 254], dtype=int64)
 array([555,  89, 629, 333], dtype=int64)
 array([204,   0, 256, 232], dtype=int64)
 array([ 79,  58, 125, 151], dtype=int64)]",[293 314 320 308 322],8,./results/cctv-seg-1/13/01-jan/Channel 13 1800hrs to 1900hrs_anonymized_processed/image/20165.jpg
20170,0 days 00:18:25.354686,0 days 00:00:00.000412,[0 0 0 1 0 0],"[array([281,  91, 345, 368], dtype=int64)
 array([485,  28, 549, 255], dtype=int64)
 array([555,  89, 628, 329], dtype=int64)
 array([204,   0, 254, 233], dtype=int64)
 array([ 79,  56, 129, 160], dtype=int64)
 array([128,  59, 173, 214], dtype=int64)]",[293 314 320 308 322 296],8,./results/cctv-seg-1/13/01-jan/Channel 13 1800hrs to 1900hrs_anonymized_processed/image/20170.jpg
20175,0 days 00:18:25.814433,0 days 00:00:00.000453,[0 0 0 1 0],"[array([283,  91, 346, 368], dtype=int64)
 array([485,  29, 552, 258], dtype=int64)
 array([554,  89, 627, 327], dtype=int64)
 array([205,   0, 252, 233], dtype=int64)
 array([ 78,  54, 132, 163], dtype=int64)]",[293 314 320 308 322],8,./results/cctv-seg-1/13/01-jan/Channel 13 1800hrs to 1900hrs_anonymized_processed/image/20175.jpg
20180,0 days 00:18:26.059898,0 days 00:00:00.000424,[0 0 0 1 0 0],"[array([283,  91, 346, 368], dtype=int64)
 array([485,  36, 556, 262], dtype=int64)
 array([553,  90, 627, 327], dtype=int64)
 array([205,   0, 250, 233], dtype=int64)
 array([ 78,  51, 134, 164], dtype=int64)
 array([134,  62, 177, 200], dtype=int64)]",[293 314 320 308 322 296],8,./results/cctv-seg-1/13/01-jan/Channel 13 1800hrs to 1900hrs_anonymized_processed/image/20180.jpg
20185,0 days 00:18:26.211151,0 days 00:00:00.000447,[0 0 0 1 0 0],"[array([282,  92, 346, 368], dtype=int64)
 array([485,  52, 563, 264], dtype=int64)
 array([553,  90, 628, 327], dtype=int64)
 array([205,   0, 249, 233], dtype=int64)
 array([ 77,  50, 134, 164], dtype=int64)
 array([135,  60, 177, 195], dtype=int64)]",[293 314 320 308 322 296],8,./results/cctv-seg-1/13/01-jan/Channel 13 1800hrs to 1900hrs_anonymized_processed/image/20185.jpg
20190,0 days 00:18:26.434673,0 days 00:00:00.000404,[0 0 0 1 0],"[array([284,  93, 345, 368], dtype=int64)
 array([487,  60, 569, 265], dtype=int64)
 array([553,  91, 628, 327], dtype=int64)
 array([205,   0, 249, 232], dtype=int64)
 array([133,  58, 176, 195], dtype=int64)]",[293 314 320 308 296],8,./results/cctv-seg-1/13/01-jan/Channel 13 1800hrs to 1900hrs_anonymized_processed/image/20190.jpg
20195,0 days 00:18:26.739286,0 days 00:00:00.000447,[0 0 0 1 0],"[array([284,  93, 344, 368], dtype=int64)
 array([498,  53, 578, 265], dtype=int64)
 array([553,  91, 629, 327], dtype=int64)
 array([203,   0, 249, 232], dtype=int64)
 array([126,  52, 174, 196], dtype=int64)]",[293 314 320 308 296],8,./results/cctv-seg-1/13/01-jan/Channel 13 1800hrs to 1900hrs_anonymized_processed/image/20195.jpg
20200,0 days 00:18:27.234207,0 days 00:00:00.000503,[0 0 0 1 0],"[array([283,  93, 342, 368], dtype=int64)
 array([512,  52, 585, 266], dtype=int64)
 array([553,  92, 630, 327], dtype=int64)
 array([201,   0, 249, 231], dtype=int64)
 array([117,  47, 173, 201], dtype=int64)]",[293 314 320 308 296],8,./results/cctv-seg-1/13/01-jan/Channel 13 1800hrs to 1900hrs_anonymized_processed/image/20200.jpg
20205,0 days 00:18:27.479544,0 days 00:00:00.000542,[0 0 0 1 0],"[array([282,  93, 340, 368], dtype=int64)
 array([518,  53, 591, 265], dtype=int64)
 array([553,  93, 631, 327], dtype=int64)
 array([201,   0, 248, 231], dtype=int64)
 array([114,  44, 171, 201], dtype=int64)]",[293 314 320 308 296],8,./results/cctv-seg-1/13/01-jan/Channel 13 1800hrs to 1900hrs_anonymized_processed/image/20205.jpg
20210,0 days 00:18:27.726446,0 days 00:00:00.000426,[0 0 0 1 0],"[array([281,  91, 338, 368], dtype=int64)
 array([520,  55, 596, 265], dtype=int64)
 array([553,  93, 631, 327], dtype=int64)
 array([200,   0, 247, 229], dtype=int64)
 array([116,  43, 171, 197], dtype=int64)]",[293 314 320 308 296],8,./results/cctv-seg-1/13/01-jan/Channel 13 1800hrs to 1900hrs_anonymized_processed/image/20210.jpg
20215,0 days 00:18:28.032526,0 days 00:00:00.000574,[0 0 0 1 0],"[array([279,  92, 335, 368], dtype=int64)
 array([523,  55, 601, 265], dtype=int64)
 array([553,  95, 632, 327], dtype=int64)
 array([200,   0, 246, 221], dtype=int64)
 array([105,  43, 171, 196], dtype=int64)]",[293 314 320 308 296],8,./results/cctv-seg-1/13/01-jan/Channel 13 1800hrs to 1900hrs_anonymized_processed/image/20215.jpg
20220,0 days 00:18:28.555728,0 days 00:00:00.000424,[0 0 1 0],"[array([277,  92, 332, 368], dtype=int64)
 array([552,  96, 634, 327], dtype=int64)
 array([198,   0, 245, 187], dtype=int64)
 array([ 87,  46, 173, 189], dtype=int64)]",[293 320 308 296],8,./results/cctv-seg-1/13/01-jan/Channel 13 1800hrs to 1900hrs_anonymized_processed/image/20220.jpg
20225,0 days 00:18:28.703817,0 days 00:00:00.000411,[0 0 1],"[array([271,  93, 329, 367], dtype=int64)
 array([552,  95, 635, 327], dtype=int64)
 array([195,   0, 245, 166], dtype=int64)]",[293 320 308],8,./results/cctv-seg-1/13/01-jan/Channel 13 1800hrs to 1900hrs_anonymized_processed/image/20225.jpg
20230,0 days 00:18:29.202558,0 days 00:00:00.000405,[0 0 1 0 0],"[array([264,  91, 326, 367], dtype=int64)
 array([552,  94, 637, 327], dtype=int64)
 array([191,   0, 243, 154], dtype=int64)
 array([ 78,  49, 141, 169], dtype=int64)
 array([124,  46, 176, 180], dtype=int64)]",[293 320 308 322 296],8,./results/cctv-seg-1/13/01-jan/Channel 13 1800hrs to 1900hrs_anonymized_processed/image/20230.jpg
20235,0 days 00:18:29.691509,0 days 00:00:00.000462,[0 0 1 0],"[array([262,  86, 324, 366], dtype=int64)
 array([552,  96, 638, 327], dtype=int64)
 array([187,   0, 242, 145], dtype=int64)
 array([ 78,  48, 147, 173], dtype=int64)]",[293 320 308 322],8,./results/cctv-seg-1/13/01-jan/Channel 13 1800hrs to 1900hrs_anonymized_processed/image/20235.jpg
20240,0 days 00:18:29.992321,0 days 00:00:00.000634,[0 0 1 0],"[array([261,  82, 320, 364], dtype=int64)
 array([552,  88, 640, 326], dtype=int64)
 array([185,   0, 240, 146], dtype=int64)
 array([ 78,  49, 150, 176], dtype=int64)]",[293 320 308 322],8,./results/cctv-seg-1/13/01-jan/Channel 13 1800hrs to 1900hrs_anonymized_processed/image/20240.jpg
20245,0 days 00:18:30.072829,0 days 00:00:00.000537,[0 0 1 0],"[array([259,  78, 317, 359], dtype=int64)
 array([552,  86, 642, 325], dtype=int64)
 array([182,   0, 235, 147], dtype=int64)
 array([ 77,  49, 151, 178], dtype=int64)]",[293 320 308 322],8,./results/cctv-seg-1/13/01-jan/Channel 13 1800hrs to 1900hrs_anonymized_processed/image/20245.jpg
20250,0 days 00:18:30.400985,0 days 00:00:00.000476,[0 0 1 0],"[array([257,  75, 314, 353], dtype=int64)
 array([552,  91, 643, 322], dtype=int64)
 array([179,   0, 230, 147], dtype=int64)
 array([ 77,  49, 152, 178], dtype=int64)]",[293 320 308 322],8,./results/cctv-seg-1/13/01-jan/Channel 13 1800hrs to 1900hrs_anonymized_processed/image/20250.jpg
20255,0 days 00:18:30.638451,0 days 00:00:00.000452,[0 0 1 0],"[array([252,  72, 310, 347], dtype=int64)
 array([551,  85, 647, 319], dtype=int64)
 array([175,   0, 226, 147], dtype=int64)
 array([ 77,  49, 152, 178], dtype=int64)]",[293 320 308 322],8,./results/cctv-seg-1/13/01-jan/Channel 13 1800hrs to 1900hrs_anonymized_processed/image/20255.jpg
20260,0 days 00:18:30.879012,0 days 00:00:00.000432,[0 0 1],"[array([245,  69, 306, 342], dtype=int64)
 array([549,  86, 646, 317], dtype=int64)
 array([170,   0, 222, 148], dtype=int64)]",[293 320 308],8,./results/cctv-seg-1/13/01-jan/Channel 13 1800hrs to 1900hrs_anonymized_processed/image/20260.jpg
20265,0 days 00:18:30.975101,0 days 00:00:00.000524,[0 0 1],"[array([230,  68, 301, 336], dtype=int64)
 array([548,  84, 648, 317], dtype=int64)
 array([164,   0, 217, 147], dtype=int64)]",[293 320 308],8,./results/cctv-seg-1/13/01-jan/Channel 13 1800hrs to 1900hrs_anonymized_processed/image/20265.jpg
